Ride_ID,Date,City,Pickup_Area,Drop_Area,Customer_Age,Customer_Gender,Vehicle_Type,Ride_Distance_KM,Ride_Duration_Min,Fare_Amount,Surge_Multiplier,Payment_Mode,Driver_Rating,Ride_Status,Time_Of_Day
RID00762,2024-12-01 12:51,Vadodara,Manjalpur,Gotri,18,Male,Bike,21.02,102,211.83,1.0,Card,,No Show,Night
RID00763,2024-06-04 13:16,Surat,City Light,Althan,25,Female,Bike,1.28,6,26.65,2.0,Card,,Cancelled,Night
RID00764,2024-06-21 22:37,Vadodara,Vadsar,Harni,34,Male,Bike,19.85,127,373.9,1.5,Wallet,3.3,Completed,Evening
RID00765,2024-06-21 21:18,Vadodara,Alkapuri,Waghodia Road,19,Female,Bike,3.92,19,32.54,1.0,Cash,3.5,Completed,Evening
RID00766,2024-09-29 23:25,Rajkot,University Road,Kothariya,33,Male,Bike,8.79,47,114.32,1.5,UPI,,Cancelled,Morning
RID00767,2024-09-25 18:29,Ahmedabad,Bopal,Vastrapur,20,Male,Bike,22.43,101,326.6,1.2,Card,,Cancelled,Night
RID00768,2024-08-04 12:01,Rajkot,Kalawad Road,Mavdi,29,Female,Bike,13.3,75,180.41,1.0,UPI,,Cancelled,Morning
RID00769,2024-08-30 06:48,Vadodara,Fatehgunj,Sama,45,Female,Bike,15.77,80,191.85,1.0,Cash,3.7,Completed,Evening
RID00770,2024-05-20 08:29,Rajkot,Pedak Road,Kalawad Road,38,Male,Auto,17.28,74,191.66,1.2,Cash,4.3,Completed,Night
RID00771,2024-06-17 17:24,Surat,Adajan,Piplod,48,Male,Auto,15.67,89,304.67,1.5,Card,4.3,Completed,Afternoon
RID00772,2024-05-10 12:02,Rajkot,University Road,Bhaktinagar,54,Male,Bike,12.09,69,135.33,1.0,Wallet,4.3,Completed,Night
RID00773,2024-03-26 19:22,Rajkot,Gondal Road,Raiya Road,54,Female,Bike,8.0,35,172.87,2.0,Wallet,4.2,Completed,Evening
RID00774,2024-04-21 06:07,Ahmedabad,Maninagar,Naranpura,54,Female,Bike,10.01,51,139.85,1.2,Cash,3.2,Completed,Night
RID00775,2024-12-06 21:40,Surat,Piplod,City Light,38,Female,Bike,19.03,90,276.12,1.5,Cash,4.3,Completed,Night
RID00776,2024-08-25 20:11,Vadodara,Karelibaug,Waghodia Road,24,Female,Bike,4.77,29,55.7,1.2,Wallet,,Cancelled,Evening
RID00777,2024-01-12 10:39,Vadodara,Akota,Gotri,33,Male,Auto,6.38,33,133.92,1.5,Wallet,,No Show,Morning
RID00778,2024-03-30 15:59,Ahmedabad,Gota,Navrangpura,30,Female,Bike,13.27,54,142.61,1.0,Cash,,No Show,Night
RID00779,2024-03-31 14:32,Rajkot,Gondal Road,Kalawad Road,25,Female,Bike,12.07,51,193.03,1.5,Cash,,No Show,Afternoon
RID00780,2024-08-01 08:56,Surat,Dumas,Vesu,52,Male,Auto,17.37,81,364.07,1.5,UPI,3.1,Completed,Morning
RID00781,2024-08-07 03:06,Vadodara,Karelibaug,Alkapuri,27,Female,Auto,20.88,118,212.56,1.0,UPI,,Cancelled,Evening
RID00782,2024-02-07 14:57,Surat,Katargam,Dumas,49,Male,Bike,22.91,134,219.64,1.0,Card,4.3,Completed,Evening
RID00783,2024-03-16 16:18,Rajkot,Raiya Road,Pedak Road,19,Male,Bike,17.79,92,219.2,1.5,Card,,Cancelled,Evening
RID00784,2024-12-21 04:09,Rajkot,Raiya Road,University Road,36,Female,Bike,16.21,79,234.2,1.2,Card,,No Show,Afternoon
RID00785,2024-03-28 11:41,Surat,Adajan,Udhna,27,Female,Auto,15.02,64,331.99,2.0,Card,4.0,Completed,Evening
RID00786,2024-04-15 07:09,Vadodara,Karelibaug,Manjalpur,35,Male,Bike,12.62,58,345.33,2.0,Cash,3.4,Completed,Night
RID00787,2024-11-16 03:21,Rajkot,Kothariya,Pedak Road,50,Male,Auto,22.56,129,270.39,1.0,Card,,No Show,Morning
RID00788,2024-08-21 05:02,Ahmedabad,Navrangpura,Thaltej,35,Female,Bike,7.15,40,194.74,2.0,UPI,3.5,Completed,Afternoon
RID00789,2024-01-27 10:50,Surat,Vesu,Rander,22,Male,Bike,5.99,25,97.61,1.5,Wallet,4.1,Completed,Evening
RID00790,2024-02-27 23:56,Ahmedabad,Prahlad Nagar,Satellite,46,Male,Bike,3.4,17,55.71,1.5,Wallet,4.2,Completed,Night
RID00791,2024-05-15 17:15,Ahmedabad,Maninagar,Prahlad Nagar,39,Female,Bike,16.15,72,214.83,1.2,Card,,Cancelled,Evening
RID00792,2024-08-09 21:19,Vadodara,Fatehgunj,Gotri,24,Female,Bike,8.66,55,114.05,1.2,Card,3.1,Completed,Night
RID00793,2024-04-17 18:43,Surat,Rander,Vesu,27,Female,Bike,8.37,36,135.99,1.5,Cash,4.9,Completed,Afternoon
RID00794,2024-05-17 07:59,Surat,Piplod,Athwa,34,Female,Auto,16.9,75,352.03,1.5,Card,,No Show,Afternoon
RID00795,2024-01-03 12:03,Rajkot,150 Feet Ring Road,University Road,44,Female,Auto,20.9,92,220.53,1.0,Cash,4.5,Completed,Evening
RID00796,2024-06-15 17:35,Vadodara,Sama,Alkapuri,30,Male,Auto,16.89,72,137.52,1.0,Wallet,4.6,Completed,Afternoon
RID00797,2024-07-18 22:58,Rajkot,Gondal Road,150 Feet Ring Road,49,Male,Bike,8.81,43,203.65,2.0,Card,4.6,Completed,Afternoon
RID00798,2024-02-07 10:49,Vadodara,Alkapuri,Manjalpur,44,Male,Bike,7.63,35,66.12,1.0,Cash,4.8,Completed,Morning
RID00799,2024-12-19 00:08,Rajkot,Aji Dam,Mavdi,22,Female,Bike,6.89,35,131.8,2.0,Card,,Cancelled,Morning
RID00800,2024-05-10 19:47,Vadodara,Gotri,Manjalpur,19,Male,Bike,6.46,29,77.95,1.0,UPI,,Cancelled,Evening
RID00801,2024-09-15 10:50,Vadodara,Akota,Karelibaug,52,Female,Auto,20.96,77,321.97,1.5,Card,5.0,Completed,Night
RID00802,2024-10-20 14:39,Rajkot,Gondal Road,150 Feet Ring Road,30,Male,Bike,19.73,100,387.04,1.5,Wallet,,No Show,Morning
RID00803,2024-07-24 18:18,Rajkot,Kothariya,Pedak Road,18,Female,Auto,2.75,14,29.49,1.0,UPI,4.8,Completed,Afternoon
RID00804,2024-04-12 18:59,Ahmedabad,Vastrapur,Chandkheda,40,Male,Auto,7.21,30,181.79,2.0,Cash,4.3,Completed,Night
RID00805,2024-06-16 10:59,Surat,Rander,Katargam,32,Male,Bike,1.63,8,20.66,1.0,Cash,4.9,Completed,Afternoon
RID00806,2024-07-11 00:28,Rajkot,150 Feet Ring Road,Kothariya,31,Female,Auto,23.47,97,191.6,1.0,UPI,3.2,Completed,Evening
RID00807,2024-10-23 23:33,Vadodara,Karelibaug,Akota,25,Male,Bike,19.5,102,166.86,1.0,Cash,4.0,Completed,Afternoon
RID00808,2024-09-17 03:29,Ahmedabad,Prahlad Nagar,Gota,19,Male,Bike,5.58,36,85.03,1.5,Wallet,,Cancelled,Evening
RID00809,2024-12-25 02:41,Vadodara,Akota,Fatehgunj,42,Female,Bike,23.7,142,388.94,1.2,UPI,3.5,Completed,Evening
RID00810,2024-02-01 19:51,Rajkot,University Road,Kalawad Road,31,Female,Auto,5.26,18,70.49,1.5,Card,4.5,Completed,Afternoon
RID00811,2024-02-26 05:01,Vadodara,Manjalpur,Karelibaug,49,Male,Bike,23.47,150,603.48,2.0,Card,3.7,Completed,Afternoon
RID00812,2024-01-24 17:24,Vadodara,Vadsar,Sama,51,Male,Bike,19.8,88,194.96,1.2,Cash,4.8,Completed,Evening
RID00813,2024-10-01 14:08,Ahmedabad,Navrangpura,Chandkheda,18,Female,Auto,11.08,40,143.42,1.2,Wallet,4.7,Completed,Afternoon
RID00814,2024-10-19 06:08,Vadodara,Sama,Manjalpur,32,Male,Auto,9.77,52,167.62,2.0,Cash,,No Show,Evening
RID00815,2024-08-24 21:37,Surat,Vesu,Athwa,51,Female,Bike,22.29,85,211.84,1.0,Cash,3.7,Completed,Night
RID00816,2024-11-19 01:50,Rajkot,Bhaktinagar,University Road,30,Male,Auto,18.67,112,501.7,2.0,UPI,,No Show,Afternoon
RID00817,2024-11-17 18:25,Surat,Adajan,Udhna,46,Male,Bike,8.74,45,137.88,1.2,Wallet,,Cancelled,Afternoon
RID00818,2024-09-06 17:29,Rajkot,Pedak Road,Kothariya,24,Female,Bike,16.73,84,167.69,1.0,Card,3.5,Completed,Morning
RID00819,2024-10-08 22:18,Ahmedabad,Gota,Prahlad Nagar,26,Female,Bike,4.03,16,62.77,1.2,Card,,No Show,Morning
RID00820,2024-01-09 06:46,Vadodara,Akota,Harni,40,Male,Bike,5.38,32,74.0,1.5,UPI,,No Show,Morning
RID00821,2024-03-18 17:39,Rajkot,Pedak Road,Mavdi,45,Male,Bike,4.81,26,113.57,2.0,Card,4.7,Completed,Afternoon
RID00822,2024-01-01 02:16,Ahmedabad,Chandkheda,Maninagar,53,Female,Bike,24.33,150,289.96,1.2,Cash,,No Show,Night
RID00823,2024-07-19 18:12,Ahmedabad,Navrangpura,Prahlad Nagar,33,Female,Bike,12.54,49,129.76,1.0,UPI,4.3,Completed,Afternoon
RID00824,2024-05-21 10:00,Surat,Udhna,Athwa,25,Female,Auto,18.42,96,328.28,2.0,UPI,3.3,Completed,Night
RID00825,2024-01-21 12:53,Vadodara,Gotri,Waghodia Road,34,Male,Bike,13.99,74,117.83,1.0,Wallet,4.8,Completed,Evening
RID00826,2024-12-06 15:53,Vadodara,Harni,Manjalpur,45,Female,Bike,6.39,24,148.5,2.0,UPI,3.5,Completed,Night
RID00827,2024-01-07 03:45,Ahmedabad,Maninagar,Gota,49,Male,Bike,8.89,48,123.56,1.0,Wallet,,No Show,Evening
RID00828,2024-12-07 12:02,Surat,City Light,Piplod,24,Male,Auto,24.94,149,340.1,1.2,UPI,4.2,Completed,Evening
RID00829,2024-10-20 16:02,Ahmedabad,Vastrapur,Chandkheda,43,Female,Auto,18.24,66,464.35,2.0,UPI,,Cancelled,Night
RID00830,2024-12-15 11:22,Surat,City Light,Athwa,33,Female,Bike,3.37,21,41.7,1.0,Wallet,3.7,Completed,Morning
RID00831,2024-03-29 15:54,Ahmedabad,Gota,Thaltej,23,Female,Auto,6.03,35,107.54,1.5,Card,4.5,Completed,Evening
RID00832,2024-12-28 15:22,Surat,Katargam,Udhna,39,Female,Auto,16.35,72,232.24,1.2,Card,3.4,Completed,Morning
RID00833,2024-10-02 05:25,Surat,Athwa,Piplod,22,Male,Bike,5.55,24,101.58,1.5,UPI,4.5,Completed,Morning
RID00834,2024-05-30 19:36,Ahmedabad,Naranpura,Chandkheda,23,Female,Auto,18.18,92,191.94,1.2,Cash,3.2,Completed,Evening
RID00835,2024-08-13 20:51,Vadodara,Alkapuri,Sama,31,Male,Bike,1.63,6,45.31,2.0,UPI,4.8,Completed,Afternoon
RID00836,2024-09-22 18:25,Rajkot,Mavdi,Kalawad Road,54,Female,Bike,10.95,56,150.35,1.5,Card,,Cancelled,Night
RID00837,2024-03-09 10:55,Rajkot,Raiya Road,Kothariya,33,Male,Bike,22.6,142,254.07,1.0,UPI,4.9,Completed,Evening
RID00838,2024-08-26 08:36,Vadodara,Waghodia Road,Vadsar,21,Female,Bike,6.47,29,153.6,2.0,Wallet,,No Show,Morning
RID00839,2024-12-27 04:04,Vadodara,Harni,Akota,40,Male,Bike,1.53,7,25.54,2.0,Card,4.0,Completed,Morning
RID00840,2024-10-18 16:26,Rajkot,Kalawad Road,Pedak Road,27,Female,Bike,24.67,102,291.86,1.2,UPI,3.7,Completed,Night
RID00841,2024-11-03 05:53,Ahmedabad,Gota,Satellite,29,Male,Bike,2.53,11,31.36,1.0,Wallet,,No Show,Morning
RID00842,2024-12-22 15:08,Ahmedabad,Gota,Satellite,39,Male,Auto,14.78,93,227.54,1.2,UPI,,Cancelled,Morning
RID00843,2024-11-20 02:21,Rajkot,University Road,150 Feet Ring Road,46,Male,Bike,12.99,52,143.47,1.2,Card,5.0,Completed,Night
RID00844,2024-01-15 18:36,Ahmedabad,Naranpura,Navrangpura,41,Male,Bike,3.29,11,39.85,1.5,Cash,3.8,Completed,Morning
RID00845,2024-10-20 05:57,Surat,City Light,Dumas,46,Male,Bike,6.24,28,168.18,2.0,Cash,,No Show,Afternoon
RID00846,2024-09-11 06:38,Vadodara,Alkapuri,Fatehgunj,27,Female,Bike,23.44,89,425.79,2.0,Wallet,4.8,Completed,Morning
RID00847,2024-01-31 15:51,Vadodara,Karelibaug,Fatehgunj,55,Male,Auto,6.91,27,75.71,1.2,UPI,3.1,Completed,Morning
RID00848,2024-05-29 20:27,Rajkot,Pedak Road,Aji Dam,43,Female,Bike,16.44,71,175.7,1.0,Wallet,,No Show,Night
RID00849,2024-12-23 01:33,Ahmedabad,Prahlad Nagar,Navrangpura,20,Male,Bike,8.72,43,102.92,1.2,UPI,4.5,Completed,Night
RID00850,2024-10-02 01:52,Rajkot,Aji Dam,Pedak Road,45,Male,Auto,18.74,95,258.62,1.0,Card,3.4,Completed,Afternoon
RID00851,2024-11-23 19:00,Ahmedabad,Vastrapur,Satellite,20,Female,Auto,22.42,126,275.41,1.0,Cash,3.4,Completed,Night
RID00852,2024-03-13 19:15,Ahmedabad,Maninagar,Navrangpura,34,Female,Auto,24.63,159,251.98,1.0,Card,3.1,Completed,Afternoon
RID00853,2024-05-09 19:00,Surat,Udhna,Dumas,43,Male,Auto,20.77,96,267.94,1.0,Wallet,,Cancelled,Morning
RID00854,2024-05-11 21:45,Surat,Rander,Vesu,43,Female,Bike,4.81,28,43.77,1.0,Card,3.3,Completed,Morning
RID00855,2024-09-22 01:30,Rajkot,Aji Dam,Raiya Road,48,Male,Auto,10.48,64,143.59,1.0,UPI,3.4,Completed,Morning
RID00856,2024-03-14 14:38,Surat,Adajan,Dumas,20,Male,Bike,19.3,114,204.88,1.0,Cash,3.9,Completed,Afternoon
RID00857,2024-01-29 12:24,Rajkot,Kalawad Road,Gondal Road,27,Female,Bike,21.63,91,218.48,1.0,UPI,4.8,Completed,Afternoon
RID00858,2024-10-12 05:09,Surat,Athwa,Udhna,53,Female,Bike,1.61,7,18.69,1.0,UPI,,Cancelled,Evening
RID00859,2024-02-23 21:14,Ahmedabad,Satellite,Prahlad Nagar,18,Female,Bike,18.29,103,186.96,1.0,UPI,,No Show,Morning
RID00860,2024-11-26 12:18,Ahmedabad,Chandkheda,Satellite,42,Female,Auto,14.53,54,376.15,2.0,Cash,4.9,Completed,Afternoon
RID00861,2024-04-24 04:18,Vadodara,Harni,Sama,29,Female,Bike,12.5,77,168.28,1.2,Card,,Cancelled,Evening
RID00862,2024-03-05 20:22,Surat,Katargam,Adajan,31,Female,Bike,4.46,21,118.45,2.0,Wallet,5.0,Completed,Night
RID00863,2024-05-05 06:45,Vadodara,Karelibaug,Waghodia Road,30,Male,Bike,12.12,54,251.93,2.0,Card,,Cancelled,Night
RID00864,2024-11-15 13:03,Vadodara,Waghodia Road,Akota,30,Male,Auto,6.12,24,68.89,1.0,Card,3.6,Completed,Evening
RID00865,2024-12-14 18:49,Surat,Piplod,City Light,27,Female,Bike,23.64,84,243.87,1.0,Cash,3.5,Completed,Night
RID00866,2024-02-03 02:01,Surat,Piplod,Katargam,18,Male,Bike,21.83,84,259.27,1.2,Card,4.4,Completed,Night
RID00867,2024-08-16 15:21,Ahmedabad,Gota,Chandkheda,29,Female,Bike,23.99,106,244.16,1.0,Card,4.2,Completed,Afternoon
RID00868,2024-05-23 22:54,Ahmedabad,Thaltej,Bopal,33,Male,Auto,10.96,55,171.93,1.5,Cash,4.4,Completed,Afternoon
RID00869,2024-08-13 18:36,Vadodara,Fatehgunj,Alkapuri,29,Female,Bike,12.35,60,142.24,1.0,UPI,,Cancelled,Afternoon
RID00870,2024-02-26 21:12,Vadodara,Harni,Vadsar,38,Female,Auto,22.28,82,261.66,1.0,UPI,4.8,Completed,Evening
RID00871,2024-04-08 16:17,Rajkot,Aji Dam,Kothariya,51,Male,Bike,22.39,106,228.18,1.0,Wallet,,No Show,Morning
RID00872,2024-06-19 17:02,Rajkot,150 Feet Ring Road,Kalawad Road,26,Male,Auto,7.31,47,60.25,1.0,UPI,4.3,Completed,Afternoon
RID00873,2024-07-06 16:54,Rajkot,Bhaktinagar,Mavdi,45,Female,Bike,10.32,57,125.71,1.0,Card,,Cancelled,Night
RID00874,2024-12-07 10:55,Surat,Katargam,Udhna,50,Male,Bike,7.76,29,125.83,1.2,UPI,,Cancelled,Afternoon
RID00875,2024-01-07 23:51,Surat,Vesu,Udhna,39,Male,Bike,9.96,39,126.23,1.0,Cash,3.0,Completed,Morning
RID00876,2024-02-16 00:27,Vadodara,Vadsar,Fatehgunj,32,Male,Bike,17.9,73,485.43,2.0,UPI,3.2,Completed,Morning
RID00877,2024-08-28 09:46,Ahmedabad,Chandkheda,Gota,55,Male,Bike,20.62,115,287.84,1.2,Wallet,,Cancelled,Afternoon
RID00878,2024-12-25 02:12,Surat,Althan,Adajan,29,Female,Bike,24.38,104,418.82,1.5,Cash,4.4,Completed,Morning
RID00879,2024-09-28 00:41,Surat,Piplod,Udhna,34,Female,Bike,16.37,68,211.94,1.0,Cash,,No Show,Night
RID00880,2024-12-11 02:20,Ahmedabad,Navrangpura,Bopal,55,Female,Auto,22.66,83,230.58,1.2,UPI,3.0,Completed,Night
RID00881,2024-04-26 18:10,Rajkot,University Road,Pedak Road,20,Female,Bike,9.89,43,117.27,1.2,Wallet,,Cancelled,Evening
RID00882,2024-08-02 00:55,Vadodara,Karelibaug,Vadsar,26,Female,Auto,21.85,106,193.43,1.0,Wallet,,Cancelled,Night
RID00883,2024-04-21 03:01,Surat,Piplod,Katargam,43,Female,Bike,19.99,109,178.04,1.0,Cash,,Cancelled,Morning
RID00884,2024-09-06 19:46,Rajkot,University Road,Mavdi,49,Female,Bike,10.41,45,150.93,1.5,Wallet,,Cancelled,Morning
RID00885,2024-09-10 06:26,Surat,Dumas,Adajan,49,Male,Bike,2.61,11,36.48,1.2,Card,3.5,Completed,Evening
RID00886,2024-12-18 04:23,Surat,Katargam,Udhna,54,Female,Bike,3.92,15,39.38,1.0,UPI,,No Show,Night
RID00887,2024-08-31 08:35,Ahmedabad,Prahlad Nagar,Gota,39,Female,Bike,6.03,27,81.17,1.0,Cash,4.3,Completed,Night
RID00888,2024-03-16 19:20,Surat,Katargam,Rander,23,Female,Bike,12.73,62,125.78,1.0,Wallet,3.8,Completed,Afternoon
RID00889,2024-04-24 20:00,Rajkot,Gondal Road,Pedak Road,38,Female,Bike,19.99,86,203.55,1.0,Wallet,3.9,Completed,Night
RID00890,2024-02-01 23:56,Surat,Udhna,Piplod,30,Female,Bike,15.51,79,283.19,2.0,Cash,3.6,Completed,Night
RID00891,2024-08-26 04:28,Vadodara,Akota,Alkapuri,42,Male,Auto,5.9,25,70.27,1.0,Wallet,3.2,Completed,Evening
RID00892,2024-01-09 03:03,Rajkot,Gondal Road,University Road,38,Female,Bike,5.75,30,51.62,1.0,Card,3.6,Completed,Night
RID00893,2024-11-25 09:20,Surat,Katargam,Dumas,54,Male,Bike,16.51,77,192.81,1.0,UPI,,Cancelled,Morning
RID00894,2024-06-22 02:26,Surat,Dumas,Vesu,39,Male,Bike,4.64,23,87.33,2.0,Wallet,4.9,Completed,Morning
RID00895,2024-03-22 03:48,Vadodara,Waghodia Road,Alkapuri,34,Male,Auto,17.67,90,227.7,1.0,Cash,,Cancelled,Night
RID00896,2024-06-14 12:48,Ahmedabad,Thaltej,Navrangpura,43,Male,Bike,12.49,45,171.11,1.0,Card,4.0,Completed,Morning
RID00897,2024-02-11 18:56,Vadodara,Alkapuri,Karelibaug,41,Male,Bike,5.8,20,66.68,1.0,Wallet,3.7,Completed,Morning
RID00898,2024-11-07 08:21,Surat,Athwa,City Light,30,Female,Bike,7.75,40,120.09,1.5,Card,,No Show,Morning
RID00899,2024-02-27 01:24,Vadodara,Fatehgunj,Vadsar,24,Male,Auto,11.69,74,258.84,2.0,Cash,3.4,Completed,Night
RID00900,2024-04-21 16:01,Rajkot,Mavdi,University Road,37,Male,Bike,2.3,12,46.03,1.5,Cash,,Cancelled,Evening
RID00901,2024-09-08 15:35,Surat,Katargam,Rander,36,Male,Bike,18.28,89,254.7,1.2,UPI,,Cancelled,Night
RID00902,2024-07-07 06:41,Ahmedabad,Navrangpura,Satellite,30,Female,Bike,23.72,149,253.1,1.0,Card,3.2,Completed,Morning
RID00903,2024-04-14 03:58,Ahmedabad,Maninagar,Prahlad Nagar,19,Female,Auto,19.49,120,172.51,1.0,Cash,4.9,Completed,Morning
RID00904,2024-12-25 18:30,Ahmedabad,Satellite,Bopal,22,Male,Bike,21.88,114,316.35,1.5,Cash,,Cancelled,Afternoon
RID00905,2024-01-23 21:04,Ahmedabad,Chandkheda,Prahlad Nagar,35,Female,Bike,12.94,77,140.53,1.2,Wallet,4.2,Completed,Morning
RID00906,2024-08-10 17:44,Surat,Udhna,Adajan,49,Male,Bike,6.64,32,92.79,1.0,UPI,4.7,Completed,Evening
RID00907,2024-10-09 17:09,Rajkot,University Road,Gondal Road,38,Female,Bike,20.7,106,247.4,1.0,Wallet,,Cancelled,Evening
RID00908,2024-12-11 17:26,Surat,City Light,Piplod,41,Female,Auto,24.6,142,316.98,1.0,UPI,,Cancelled,Evening
RID00909,2024-06-24 16:58,Rajkot,150 Feet Ring Road,Bhaktinagar,27,Female,Bike,11.82,60,212.42,2.0,Cash,,Cancelled,Evening
RID00910,2024-10-21 00:16,Surat,Rander,Dumas,53,Male,Bike,22.14,143,274.04,1.5,Cash,,Cancelled,Morning
RID00911,2024-07-27 22:48,Rajkot,Kothariya,Gondal Road,24,Male,Bike,14.16,66,365.79,2.0,Wallet,4.2,Completed,Evening
RID00912,2024-06-04 06:34,Surat,Rander,Adajan,24,Male,Auto,4.46,16,42.15,1.0,UPI,,Cancelled,Morning
RID00913,2024-08-04 11:42,Ahmedabad,Navrangpura,Gota,43,Male,Auto,5.46,31,45.88,1.0,Card,4.9,Completed,Morning
RID00914,2024-01-17 15:20,Rajkot,Bhaktinagar,University Road,40,Male,Bike,11.28,59,159.88,1.2,Card,4.4,Completed,Afternoon
RID00915,2024-01-14 12:02,Vadodara,Akota,Harni,49,Male,Auto,17.53,93,240.07,1.0,Wallet,,Cancelled,Morning
RID00916,2024-08-28 01:20,Rajkot,Pedak Road,Gondal Road,37,Female,Bike,18.38,103,197.18,1.0,Cash,3.5,Completed,Morning
RID00917,2024-08-25 08:44,Vadodara,Fatehgunj,Alkapuri,54,Female,Bike,21.71,126,347.36,1.5,UPI,,No Show,Afternoon
RID00918,2024-12-17 04:53,Rajkot,Aji Dam,Gondal Road,22,Male,Bike,22.65,99,186.61,1.0,Wallet,3.9,Completed,Night
RID00919,2024-08-15 22:58,Vadodara,Gotri,Alkapuri,25,Male,Auto,19.54,70,182.51,1.0,Cash,3.5,Completed,Night
RID00920,2024-11-21 17:06,Surat,Athwa,Adajan,44,Female,Bike,9.8,54,120.05,1.0,UPI,,Cancelled,Night
RID00921,2024-05-04 04:07,Rajkot,Bhaktinagar,Aji Dam,19,Male,Auto,2.56,10,51.95,2.0,UPI,4.0,Completed,Night
RID00922,2024-02-29 17:02,Surat,Rander,Althan,32,Male,Auto,7.31,27,133.23,2.0,Cash,,No Show,Evening
RID00923,2024-01-05 09:56,Rajkot,150 Feet Ring Road,Kothariya,26,Female,Bike,2.44,14,27.2,1.0,Cash,4.2,Completed,Morning
RID00924,2024-03-15 21:08,Vadodara,Gotri,Sama,50,Male,Bike,12.49,47,169.64,1.2,UPI,,Cancelled,Night
RID00925,2024-07-27 01:48,Vadodara,Waghodia Road,Fatehgunj,45,Male,Bike,16.05,76,326.47,2.0,Card,4.7,Completed,Afternoon
RID00926,2024-09-02 19:50,Vadodara,Alkapuri,Sama,50,Female,Bike,11.8,70,147.4,1.0,Cash,,Cancelled,Evening
RID00927,2024-12-26 04:49,Surat,City Light,Althan,20,Female,Bike,19.55,93,205.35,1.0,Card,,Cancelled,Evening
RID00928,2024-07-16 22:37,Vadodara,Sama,Waghodia Road,53,Male,Auto,21.07,112,276.7,1.0,Wallet,4.0,Completed,Evening
RID00929,2024-05-27 19:32,Rajkot,Gondal Road,Pedak Road,32,Female,Bike,13.41,72,157.9,1.0,Card,,No Show,Evening
RID00930,2024-12-08 21:12,Surat,City Light,Rander,26,Female,Bike,5.6,25,117.26,2.0,Cash,4.2,Completed,Evening
RID00931,2024-04-15 19:50,Rajkot,Pedak Road,Aji Dam,39,Male,Bike,20.15,105,175.37,1.0,Wallet,4.3,Completed,Evening
RID00932,2024-07-11 17:25,Rajkot,Mavdi,Kothariya,18,Male,Bike,23.38,114,207.57,1.0,Cash,3.5,Completed,Night
RID00933,2024-10-31 03:30,Rajkot,Kothariya,Pedak Road,45,Female,Auto,14.62,59,203.06,1.0,Card,,No Show,Evening
RID00934,2024-10-01 08:08,Ahmedabad,Bopal,Vastrapur,24,Female,Bike,19.24,124,251.72,1.0,Cash,3.2,Completed,Morning
RID00935,2024-11-12 19:36,Ahmedabad,Naranpura,Navrangpura,35,Female,Bike,9.1,48,88.32,1.0,Cash,3.5,Completed,Morning
RID00936,2024-02-16 18:47,Surat,Adajan,City Light,35,Female,Bike,5.12,32,56.64,1.2,UPI,4.9,Completed,Evening
RID00937,2024-05-02 21:19,Ahmedabad,Vastrapur,Prahlad Nagar,45,Female,Bike,12.03,48,162.47,1.0,Wallet,3.2,Completed,Afternoon
RID00938,2024-01-12 17:48,Surat,Rander,Vesu,35,Male,Auto,18.1,87,482.5,2.0,Wallet,,Cancelled,Morning
RID00939,2024-02-09 19:53,Vadodara,Waghodia Road,Vadsar,42,Male,Bike,12.98,69,181.29,1.2,Wallet,3.3,Completed,Evening
RID00940,2024-01-13 21:59,Surat,Rander,Piplod,54,Male,Auto,7.58,42,77.9,1.0,UPI,,Cancelled,Evening
RID00941,2024-05-10 11:14,Vadodara,Alkapuri,Karelibaug,35,Female,Auto,10.14,50,216.43,2.0,Card,3.2,Completed,Evening
RID00942,2024-07-05 01:48,Vadodara,Manjalpur,Gotri,32,Male,Auto,16.48,87,215.48,1.0,Cash,,No Show,Afternoon
RID00943,2024-05-22 05:14,Ahmedabad,Naranpura,Thaltej,44,Female,Bike,2.9,18,30.95,1.2,Cash,4.7,Completed,Morning
RID00944,2024-08-04 05:15,Ahmedabad,Vastrapur,Satellite,19,Male,Auto,16.71,97,302.64,2.0,UPI,,No Show,Morning
RID00945,2024-09-30 05:15,Ahmedabad,Satellite,Gota,18,Female,Bike,3.98,19,49.11,1.0,Cash,,No Show,Afternoon
RID00946,2024-11-07 11:36,Rajkot,Pedak Road,Kalawad Road,35,Female,Bike,4.24,15,55.46,1.0,Cash,,Cancelled,Morning
RID00947,2024-08-23 16:51,Vadodara,Manjalpur,Fatehgunj,49,Female,Bike,16.36,94,227.36,1.0,Wallet,3.0,Completed,Afternoon
RID00948,2024-04-15 02:38,Vadodara,Waghodia Road,Vadsar,41,Female,Bike,13.56,64,267.42,1.5,UPI,4.6,Completed,Night
RID00949,2024-10-29 23:08,Vadodara,Akota,Karelibaug,37,Female,Bike,1.57,7,14.59,1.0,Cash,3.9,Completed,Evening
RID00950,2024-07-31 01:15,Surat,Adajan,Udhna,27,Male,Bike,12.68,62,155.65,1.2,Card,3.9,Completed,Night
RID00951,2024-09-19 17:30,Rajkot,Kalawad Road,Bhaktinagar,20,Female,Bike,22.29,136,258.33,1.0,UPI,,Cancelled,Night
RID00952,2024-01-31 00:32,Rajkot,University Road,Mavdi,31,Female,Bike,4.98,32,62.08,1.0,UPI,,No Show,Evening
